,text,label
5749,"पुर्बको vloger ले पछिमको vlog हेर्दौ छु धेरै राम्रो छ,मेरो inspiration हो दाईcinematic wowvoiceover बबाल्",1
5751,अति सुन्दर हाम्रो नेपाल,1
5752,धन्यवाद सम्पुर्ण घुमन्ते टिम ️,1
5753,"Oh my gosh!!! कत्ती राम्रो ठाऊ,",1
5754,उतम / अत्ति उतम // सर्बोतम घुमन्ते दल का सबै सदस्य लाई धेरै धेरै शुभकामना प्रगती को पथ मा तपाईं हरुको मेहनत ले आजा यो ठाउँ लाई पर्यटन प्रबर्द्धन मा टेवा पुग्ने छ भन्ने आसा पलायो साचै नै सुन्दर छ हाम्रो नेपाल,1
5755,हेरेर मनै हरर भयो!!🇳🇵,1
5756,अहिलेसम्मकै राम्रो. सुन्दर  र रमणीय र रमणीय सुन्दर धार्मिक स्थान  लग्यो. पुर्ब को ठुलो पाथीभरा र पश्चिम को बडिमालिका. जय नेपाल 🇳🇵🇳🇵,1
5757,शब्दमा बयान गर्न सकिन अति नै सुन्दर ठाँउ । आज बाट मेरो पनि सपना नै बनो एकचोटी जाने। आसा छ बढीमालिका माताको कृपा ले पूरा हुनेछ। जय बढीमालिका।,1
5758,धेरै धेरै धन्यवाद घुमन्ते च्यानल लाई।,1
5759,वाव।साचै हाम्रो देशले प्राकृतिक सौन्दर्य चाहिँ पाकै हो।यो पाटनको भिउ साचै मनमोहक छ।,1
5760,"स्वर्गको एक टुक्रा रैछ वाह , धन्यबाद छ दाजु",1
5761,एक दम दामी आशा छ एक दिन अबस्य पुगिनेछ यस्तो सुन्दर ठाउँ मा,1
5763,"यो भाग उत्कृष्ट लाग्यो, एउटा साहसपूर्ण अथक यात्रा । घुमन्तेलाई उत्साह र साथ दिने छपेश बोगटीको आतिथ्य निकै सौहार्दपूर्ण लाग्यो ।",1
5764,"धन्यवाद घुमन्ते टिम, यहाँहरुको यो यात्रा र स्वर्गानुभूतिका लागि ।",1
5765,जय बडिमालिका देवी,1
5766,जय (घुमन्ते ),1
5767,धेरै सुन्दर ठाउँ,1
5768,ॐ जय जय जय श्री वडिमालिका माता,1
5769,Thank you so much #ghumante ..अर्को चोटि बाजुराको बाटो हुँदै आउनु भयो  भने सेवा गर्ने  मौका अवश्य दिनुहोला #badimalika_bajura_tribeni#part_of_heaven,1
5770,"धेरै धेरै धन्यवाद घुमन्ते टोलीलाई , यस्तो कठिन र शाहसिक यात्रा मार्फत हामीलाई त्रिवेणीपाटन र बडीमालिकाजस्तो अती नै सुन्दर ठाउंमा पुर्याइदिनुभएकोमा । त्यस्तो स्वर्गजस्तो ठाउंमा पनि जताततै प्लास्टिक फालेर फोहोर बनाउने हामी नेपाली को बानी चाहिं कहिले सुघ्रिने होला ? ",1
5772,जय बडी मालिका,1
5773,सेतोपाटीमा समाचार पढेर घुमन्ते हेर्दै राम्रो लाग्यो अब नौ डांडा पारीको देशबाट फुर्सदको समयमा आफ्नै देशको मज्जा लिइयो धन्यबाद है घुमन्ते टिमलाई।️️️️,1
5774,"Brother Bajura को बाटो हुँदै गएको भए यत्ति दुःख चाई हुँदैन थ्यो, बाटो राम्रो, पिच छ। अनि त्यसपछि trekking त छदै छ",1
5775,"यत्ति धेरै हार्ड स्ट्रगलको फलस्वरुप आशा छ  कुनै  न कुनै एकदिन घुमन्ते  टिम संसारकै सबैभन्दा चर्चित बन्नेछ, जो संसारको हरेक देशको नागरिकहरुले चिन्ने छन र आफ्नो ठाउँ देश घुम्न बोलाउने छन।",1
5776,नमस्ते नमस्ते!! यसरि नै हामीलाइ मनोरञ्जन गराइराख्नु होला।। धेरै धेरै सुवकामना र माया हजुर्को team लाइ,1
5777,एकदमै मजा लाग्यो भिडियो ।,1
5778,स्वर्ग भन्दा कम छैन यी सुन्दर ठाउहरु.. प्यारो मेरो देश 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
5779,"स्वर्ग कस्तो हुन्छ देखेको छैन। तर आज मैले स्वर्ग देखेँ, त्यो पनि आफ्नै देश नेपालमा। भगवान, म मर्नु भन्दा अघि यो ठाउँमा पाइला टेक्न पाउँ।",1
5780,जिन्दकीमा येती राम्रो ठाउँ अहिले सम्म देखेको थिएन।,1
5783,जय बडी मालीका माता कोटि कोटि नमन,1
5784,"बधाई  अलौकिक दृश्यपानको अवसर, जो नेपालको भूगोलमा दायित्व बोध नभएकाहरुले फ्याँकेका प्लास्टिक र टाठाबाठाहरूले अपनाएका राजनीतिक फोहोर एकछिनका लागि हटाएर हेरें ् खुशी लाग्यो, मन तम्तमाइलो भयो । धन्यवाद ",1
5785,काठमाडौंमा भुक्नेले एकचोटि कर्णाली पनि हेर्दिनु पर्ने कस्तो पिडा छ भनेर,1
5786,राम्रो छ हाम्रो  नेपाल,1
5787,हेर्ने कथा भन्दा राम्रो लाग्यो धेरै दुख गरेर भिडीयो बनाउनु भयो धन्यबाद ।,1
5788,घुमन्तेको अर्को सोर्णीम सीरीज.. बडीमालीका,1
5789,अर्को सीरीज को एकदमै प्रतीक्षा मा छु म... आशा छ चाडै हेर्न पाईनेछ... सभैलाई शुभकामना छ,1
5790,"आहा !! यसलाई भनिन्छ रियल ट्राभल भ्लग ।। यो हेरे पछि अहिले नै जाऊँ जाऊँ लागिराछ।। तपाईंहरुको मिहिनेत सर्हानिय , तारिफ योग्य छन् ।।। यसैगरी अगाडि बढ्दै जानुहोला , सम्पूर्ण टिमलाई शुभकामना छ ।। मेरा साथीहरुलाई म व्यक्तिगत रुपमा सब्सक्राईब गर्न म रिफर गर्छु ।।",1
5791,बढिमालिका को चिसो हावाले झन्डा फहरायको देख्दा आखै रसायो,1
5792,"""बढिँ मालिका देविले हामी सबैको कल्याण एवम् रक्षा गरुन् ।""",1
5793,मैले पनि बड़ीमालीका हुड़ै रामारोशनको यात्रा सम्पन्न गरीसकें । यो विडियोले पूरोना याद ताजा गराई दियो त्येसका लागी धन्यवाद । जय बड़ीमालिका माँई ।,1
5794,साच्चैको स्वर्ग देखियो🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
5795,"सर्है सुन्दर ठाँउ ,आति मन पर्यो,english sub title को सथ पोस्ट गर्नु भए अझै राम्रो हुन्थ्यो की ??",1
5796,घुमन्तेको यो भिडियो हेरेर मनै बहकिन्छ्,1
5797,बढिमालिका माताले हामी सबैको रक्षा गरून्,1
5798,जय बडीमालिका देवी,1
5799,घुमन्ते टिम मार्फत सुन्दर मध्य पश्चिम क्षेत्रका साथै बडीमालिका देवीको दर्शन गर्न पाइएको मा घुमन्ते टिम प्रति हार्दिक आभार व्यक्त गर्न चाहन्छु,1
5800,धेरै रमाईलाे लाग्याे मान्छेहरु विदेश घुम्न जान्छन् घुमेत आफ्नै ठाउँ छ नि साेर्ग जस्तै घुम्ने ठाउँ हरु त।️️️️,1
5801,मलाई तपाईले बनाएको भिडियो सार्है मन पर्छ। तपाई संग यात्रा गर्दा प्रकृतिको नजिक पुगे जस्तो लाग्छ। म आफु तपाई संगै हिडिरहेको महसुस हुन्छ। मलाई पनि घुम फिर गर्न अति नै मन पर्छ। उमेरले छोड्दै छ। तर पनि एक पटक तपाईहरू संगै यात्रा गर्ने रहर छ।,1
5802,अहिले मेरो मिसेसलाई प्यारालाइसिस भएर रेखदेख गरेर बसेको छु । म भक्तपुरमा बस्छु । मलाई हरेक मानिस र प्रकृतिलाई उस्तै माया गर्छु।,1
5803,चिलिम तानेको shot अत्ति मन पर्यो। Keep up the great work!,1
5804,प्रकृति भन्दा सुन्दर बिश्व मा अरु के होला र  अत्यान्तै सुन्दर मनमोहक दृश्य अझ प्रकृति को बर्नन त खै म कुन शब्दले गरौ यो ठाऊकाे बारेमा तारिफ गर्ने मैले त्यस्तो कुनै शब्द नै भेटिन   मेरो देश मेरो गौरब,1
5805,बाटोमा देखियाको खोला हरु को बारेमा पनि description दियको भय राम्रो हुन्थ्यो,1
5806,तपाईं हरु पुग्नु भएको ठाउँको अब नक्सा पनि बनाउनु पर्यो । कम्पास हेरेर अथवा GPS ko माध्यम ले पदयात्रा गर्न सकियोस् ।,1
5807,Waiting for Ramaroshan series. Accham पुगेर पनि यो  ठाउँको बारेमा थाहा पाइएन !! फर्के पछि थाहा भो !! यो ठाउँको बारेमा !!,1
5808,आहा! सर्बप्रथम छपेश जीलाई धन्यवाद । यस्तो   ठाउँलाई चिनारी गराउनका लागि सहयोग गर्ने तपाईं पहिलो व्यक्ती खुलेरै तपाईको फ्यान भय ।   घुमन्ते  टोलीले छपेश जीलाई त्यो गाउँ बस्ने भन्दा पनि केही अबसर दिनुस । छपेश को यो मनलाई बधाई । अति नै सुन्दर ठाउँ देखाउनको लागि सहयोग गर्नु भएकोमा ।,1
5809,स्वर्ण खोज्न कहि जानू पर्दैन नेपाल मै छ।,1
5810,मेरो पनि ठूलो अाशा छ यो पबित्र  ठाउमा जाने जय बडिमालिका माई,1
5811,भिडियो यति राम्रो ठाउँ यति राम्रो तर फोहोर देख्दा चै साह्रै चित्त दुख्यो दाइ हामी कहिले सुध्रिने हो,0
5812,1:10 हैट कया vew छहामरो नेपाल  राम्रो  नेपाल  ।नवलपरासी बरदघाट हाल uae🇦🇪🇳🇵🇦🇪🇳🇵🇦🇪🇳🇵🇳🇵🇳🇵🇳🇵,1
5813,सधै माया र साथ रहिरहने छ घुमन्ते टिमलाई,1
5815,धेरै राम्रो असाद्धै मन पर्यो म घुमन्तेको फ्यान नै हो,1
5817,साँच्चिकै स्वर्गको एक टुक्रा हो हाम्रो देश नेपाल! धेरै धेरै धन्यवाद घुमन्ते टीम😊,1
5818,साचै हाम्रो देश स्वर्ग छ घुमन्ते को सम्पूर्ण टीम लाई हृदय देखी धन्यवाद ।,1
5819,"धन्न कोरि यो बर्षको पुष महिनामा पुगे ,मौसम्को पूरा साथ् पाएको थियो। (अनि लोगो अझै पनि तेइ देउराली मै छ । )",1
5820,"कसैले धर्तीमा स्वर्ग कहाँ छ भनेर सोधे, म यहाँ छ भन्छु। Thank you Ghumante Team 😀",1
5821,धन्यवाद 🙏 हजुर हरुले दुख गरेर हाम्रो थकान मेटाइदिनु भएकोमा। समय र परिस्थितिले साथ दिएमा त्यो स्वर्गलाइ एकचोटी स्पर्श गरेर आउला।,1
5822,आहा धर्तिको स्वर्ग कोरि। घर मै बसेर स्वर्गको यात्रा गरे जस्तो लाग्यो। यति सुन्दर भिडियो मार्फत कोरिको यात्रा गराइदिनु भएकोमा घुमन्ते टिमलाई हृदय देखि मुरिका मुरि धन्यवाद ब्यक्त गर्न चहान्छु।👌👍️🧡🙏,1
5823,कती रमाईलो ठाऊ omg 😱 amazing 👍👍👍🥰🥰🥰हीडन जतीनै गारो भए पनी त्याहा पुगेपछी कती आनन्द फील भयो होला स्वर्गमा पुगेझै भयो होला 🥰🥰🥰🙏🙏🙏,1
5824,",, प्रकृति बिछट्ट सुन्दर❤️❤️।हाम्रो देश साच्चिकै सुन्दर छ। हजुरहरूले त्यो फूलको बारीमा उफ्रिएको, दौडिरहेको देख्दा डाह पनि लागि रहेको थियो।।यस्तो सुन्दर दृश्य खिचेर हामी जस्ता प्रकृतिप्रेमी जसले यो अनुभव लुट्न पाएका छैनन् उनीहरु को लागि हजुरहरुले पूरा गर्दिनु भएकोमा घुमन्ते टिमलाई धेरै धेरै धन्यवाद।अझ सफलताको शुभकामना।",1
5825,तपाईहरुले नेपालकाे विभिन्न छेत्रकाे यात्रा गरेकाे र हामीलाई चिनाई दिनु भएकाेमा धेरै राम्राे लाग्याे ।धन्याबाद,1
5826,अत्यन्तै मनमोहक प्राकृतिक दृश्य । धन्यवाद घुमन्ते टिमलाई ।,1
5827,प्राकृतिक सौन्दर्यताले भरिपु्र्ण मेरो देश नेपाल ।सम्झिदा नि गर्वले छाति फुलेर आउछ,1
5828,अत्यन्तै आनन्दायक र प्रसन्सायोग्य  श्र्बयदृश्य । तारिफ छ घुमन्ते टिम लाई । निरन्तर बढीरहोस ती पाइलाहरु ... शुभकामना,1
5829,कोरी प्राक्रितिक सौन्दर्यताले भरीपुर्ण  स्थल राम्रो  भिडीयो प्रस्तुत गर्नु भयकोमा तपाईहरुलाई धेरै-धेरै धन्यवाद।।।,1
5830,तपाईंको भिडियोले म नै त्यहाँ छु जस्तो लाग्यो साच्चिकै हाम्रो नेपाल सुन्दरताले भरिपुर्ण छ thank you #ghumante_team♥️,1
5832,"ल दामी लाग्यो कोरी को यात्रा background music , videography, voice over सबै दामी लाग्यो अपेक्षा गर्छु यस्तै हरु हेर्न पाईयोस् ।",1
5833,"""ओ माइला दाइ मज्जा आयो...सन्नि देवलवाला आवाज 😀 सधैँ झै सुन्दर भ्लग!",1
5834,मन नै शान्त हुने विशाल घाँसे मैदान अनि मोती झै टलकिनी हिमाल को मन मोहक दृश्य स्वर्ग सरी  नेपाल,1
5835,यो घुमन्ते हेर्नू सुरु गरेपछि अरु भिडियो हेर्नू नै मन लाग्दैन।। यति राम्रो vlog अनि बिशेष टिम सारै मिलेको ।। हाम्रो नेपालमा यस्तो राम्रो दृश्य 😘😘😘❤️❤️❤️,1
5836,फेरि आज धेरै बर्श पछि कोरि पुगेको आभास भयो धन्यवाद गुमन्ते टिम लाई यो ठाउ धेरै राम्रो छ मेले एउटा फिल्म को सुटिङ को सिलसिलामा 1 महिना बितायेको छु,1
5837,घुमन्तेलाई म निकै नै धेरै समयदेखि नै हेरिरहेको छु। सबैमा comment नगरेपनी यो comment सबै episodes को लागी ।,1
5838,यो निकै नै वास्तविक अनि निकै नै प्रेरणादायी छ। हजुर सबै प्रती न्यानो माया।,1
5839,धन्यवाद!,1
5840,Ghumante लाई धेरै धेरै धन्यवाद्!! त्याे lockdown काे कालाे ३ महिना ब्यर्ठै घरमा सुतेर बिताउनु पर्याे। काश् म पनि घुमन्ते टाेलि संग त्याे स्वर्ग काेरि जान पाएकाे भए मेराे जीवन सफल हुने थियाे। सांच्चिकै स्वर्गकाे ठाउँ रहेछ काेरि। Ghumante!!! Keep exploring.,1
5841,नेपाल साच्चै  स्वर्गकै टुक्रा हो जस्तो लाग्यो  कुरि को सौर्न्दर्य देखेर घुमन्ते टिमलाइ धेरै धेरै धन्यवाद,1
5843,साँच्चै बिडम्बनाको कुरा हो ।,0
5845,हार्दिक आभार तथा धन्यवाद ।वास्तविक प्रकृतिभित्र लुकेको प्राकृतिक सुन्दरतालाई संसारमाझ उजागर गरिदिनुभयो।,1
5846," सांच्चै आज म लगायत सारा नेपालीको मन गौरबले फुलेको छ,हामी सांच्चिकै धर्तिको स्वर्गमै   जन्मेका रहेछौं ।यो स्वर्गमा कसैको कुदृष्टि नलागोस।",1
5847,"धन्यवाद घुमन्ते,धन्यवाद नेपाल।।",1
5848,जय नेपाल ।।।।।।।।।।।।।।।।।।।।,1
5849,"नमस्कार छ । म पि तमु युके बाट । यो घुमन्ते भिडियाे राम्रो लाग्यो । तर कोरोना को बिग्निगी मा पनि हात मिलायको देख्दा अल्लि अचम्मै लाग्यो साथी हो ! जेहोस, तपाईं हरु को यात्रा सफल रहोस र धेरै२ शुभकामना छ ।",1
5850,माईला दाइलाई भेटे पछि खान-पिन बसाई-सुताई  सुध्रिएको अवस्था ! थ्यांक यु  माईलादाई !,1
5851,असाध्यै राम्रो! हाम्रो देश पनि सुन्दर छ भन्ने त सुनेको थिए तर यति धेरै सुन्दर छ भन्ने सोचेकै थिइनँ जुन बयान आज यस भिडियो द्वारा देख्न पायौँ।  घुमन्ते टिम र तेहा गाइड गरेर सहयोग गर्ने सबैलाई धन्यवाद। हजुरहरुको जिबन सदै खुसी रहोस् हजुरहरुको ‌मनले आटे सोचेको असल मनोकामना पुराहोस्!,1
5852,म पनि कास्किमै जन्मेको मान्छे हु.. तर थाहा थिएन कि स्वर्ग यहि छ भनेर...,0
5853,कास्कि कै स्थानीय भएर पनि आफ्नै स्वर्ग जस्तो ठाउँ थाहा नहुने हाजिर हुम त ल👍️,0
5854,मन मोहक र आसद्धै सुन्दर ठाउँ  हरु र विशेष गरि त्यहाका वासिन्दा हरु,1
5855,दामी छ 👍️👌,1
5856,के भन्ने.. एकदमै राम्रो एकदमै,1
5859,राम्रो लाग्यो 🙋🙋,1
5860,सहयात्रीहरूको परिचय गज्जब लाग्यो।😄,1
5861,हेर्दा त यति बबाल भ्यू  छ झन् तेहि पुग्दा क होला🌼☘️❣️,1
5862,"घुमन्ते टिमकाे सदस्य बन्न मन लाग्याे, अाफैं पुगेजस्ताे भयाे, धन्यवाद सलाम छ घुमन्ते टिम ।",1
5863,जय पाथिभारा माता🙏🏼,1
5864,"मनै आनन्द भयो भिडियो हेरेर,त्यहाँ नपुगे पनि यो भिडियो हेरेर दर्शन गर्ने मौका पाये,धन्यवाद छ दाजुहरुलाइ 🙏 जय पाथिभरा माता 🙏",1
5865,घुमन्तेको पाइलाहरु कहिल्यै नथाकोस,1
5866,नेपालको एक मात्र अर्ग्यानिक च्यानल,1
5867,"जय घुमन्ते, जय पाथिभारा माता ❣️❣️",1
5868,Thank you soooooo much for post this video माता पाथीभरा ले तपाईं र हाम्रो राम्रो सबै इच्छा चाहाना हुरु लाई पूरा गरि दिनु हुने छ जय जय जय माता पाथीभरा,1
5869,माता पाथीभराको कृपा हामी सबैमा रहोस !,1
5870,ॐ माँ पाथीभरा देबि🌹🌹🙏🙏,1
5871,अती राम्रो जानकारीमुलक धार्मिक भिडियो बनाउनुभएको रहेछ । सम्पुर्ण घुमन्ते टीमलाई धेरै धेरै धन्यवाद ।,1
5872,Ghumante साथीहरुको पाईलाहरु कहिल्यै नथाकोस नेपालको एक मात्र अग्यांनिक च्यानल जय पाथिभरा माताले हामी सबैको रक्षागरुन🙏🙏🙏🙏,1
5873,जय पाथीभरा माता 🙂😍 धन्यबाद छ घुमन्ते टीम हजुरहरुलाई🙏 म त पुगिसकेको छु अरू सबैलाई जान अनुरोध पनि गर्न चाहन्छु धन्यवाद,1
5874,जय माता पाथिभरा । रक्षा गर्नुस् भगवती।,1
5875,जय पाथिभरा माता ।सबैको कल्याण होस्।,1
5876,जय पाथीभरा माता जी । घुमन्ते टिमलाई सैल्युट गरे । पोखरामा बसेर पाथीभराको दर्सन गराउनु भएकोमा ।,1
5877,ॐ नमो ठुलीपाथीभरा माई को पुर्ण  आशिर्वाद कि जय।जय।।जयकार गरुँ,1
5878,जय पाथिभरा  माता,1
5879,जय पाथीभरा माता ।,1
5880,जय पाथीभरा माता,1
5881,जय  पाथीभरा माता जय माताले हामी सबैको रक्षा गरुन,1
5882,जय पाथीभरा माता रक्षा गरुन,1
5883,जय पाथिभरा माता,1
5884,जय पाथीभरा माता अनी घुमनते टिमलाई धेरै धेरै धन्यवाद छ।,1
5885,कान्छी पाथीभरा माई कि जय।जय।।जय।।।,1
5886,✋👌मेरो जिल्ला ताप्लेजुङ हाल कतार।जय पथीभरा माता।,1
5887,अंकुर दाईको मिठो बोली सुन्न आइयो।,1
5888,सारै राम्रो लाग्यो दाइ हजुर,1
5890,मलाई पनि जान मन छ,1
5892,देशको लागी चाहिँ  केही माग्दैनन् कि के हो। आफ्नो लागी मात्र।।।,0
5896,याक्थुङ्ग लिम्बू जाति सङ मुन्धुमी  सम्बन्ध जोडिएको मुक्कुमलुङ लाई हिन्दुकरण नगरौ मित्रहरु,0
5897,सेमुक्तु मुक्तुकोक्मा लाई जबर्जस्ति पाथिभरा भनेर धार्मिक अतिक्रमण नगरौ ।,0
5904,समाज बदल्ने एउटा मात्रै योद्धा माहानायक राजेश हमाल को जय होस्🇳🇵🇳🇵🇳🇵🇳🇵🙏🙏🙏,1
5905,यो एउटा कार्यक्रम नभइ एउटा अभियान हो कार्यक्रम सफलता को शुभकामना सम्मपुर्ण टिमलाई ❤️🇳🇵🎊🎉,1
5907,फिल्ममा मात्र होइना रियल मा पनि हजुर माहानायक हुनुहुन्छ हजुरको जय होस् 🙏🙏🙏🙏,1
5908,यो कार्यक्रम मात्रै हैन एउटा अभियान नै हो र थोरै मात्रै भए पनि यसले हाम्रो समाजको चेतनामा केहि परिवर्तन निश्चय ल्याउन मदत गर्नेछ 🙏,1
5909,हाम्रो मुक्ति को आवाज उजागर गर्ने जातको प्रश्न  तिमी लगायत महानायक राजेश हमाल सहित सम्पूर्ण टिम लाई नमन।,1
5910,अचम्म लाग्यो ब्राह्मण जात ले कमेन्ट नगरेको देख्दा सायद सम्मान घट्छ भनेर होला तर म भन्छु जात को बिरुद्ध बोल्दा ब्राह्मण सम्मान घट्ने होइन अझ बढ्छ।,1
5911,आफुलाइ ब्राह्मण भन्दछन वेद पाठ पढ्दछन तर वेद ले जात लाई मान्दैन भनेर किन बुझ्दैनन।,0
5912,मानिसको मानसिकतामा थोरै भएपनी परिवर्तन ल्याउनेछ भन्ने यो कार्यक्रमबाट आशा राखेको छु सम्पुर्ण team लाई शुभकामना 🇳🇵🇳🇵❤️❤️❤️,1
5913,हेर्ने कथा पछिको हेर्नै पर्नी कार्यक्रम 😊 यो एउटा अभियान नै हो कार्यक्रम मात्र नभएर हरेक नेपालिले हेरुन ❤️from Panchkhal ❤️,1
5914,जब सम्म मान्छेको दिमाग परिवर्तन हुदैन तब सम्म समाजमा रहेका मानवरुपि दानवको सोच निचनै हुन्छ।,0
5915,धेरै  प्रतीक्षा धेरै आशा episode ले ल्याएको छ।,1
5916,राजेस हमाल  तेतिकै माहानायक भयको होइन   एस्तै महान कार्य ले गर्दा    उहाँको  कद उचो छ   नेपाली  माझ,1
5920,"महानायक राजेश हमाल साथै अन्य प्रिय व्यक्तित्वहरुको सहभागितामा यो दोस्रो श्रंखला देख्न पाउँदा औधी खुसी लाग्यो। अघिल्लो श्रृंखलामा समस्याहरु देखाइयो, यसपाली समाधान खोज्न तर्फ जोड दिइयोस्। 🙏🙏🙏",1
5921,आखीर महानायक भनेको महानायक नै हो एकदम राम्रो काम गर्नु भको सर हजुर ले जय होर महानायक सर को❤️❤️❤️❤️🙏🙏🙏🙏🇳🇵🇳🇵🇳🇵🇳🇵,1
5922,जातको प्रश्न तपाईं हाम्रो साझा प्रश्न हो। पुनः सुचारु भएकोमा खुसी लाग्यो।,1
5923,आशा गर्छु कि यो कार्यक्रमले यो कु रिति र कु सस्कार अनि कु बिचार लाई जरो नै सम्म उखालेर फालियोस सधैको लागि जाहा यस्तो कुराहरुको जन्मै नहोस,0
5925,धेरै राम्रो कार्यक्रम ल्याउनु भएकोमा सम्पुर्ण टिमलाइ धन्यवाद  अनि यो कार्यक्रम बाट   समाजमा सकारात्मक परिवर्तन ल्याउछ भन्नेमा बिश्वस्त छु ।,1
5926,अस्याध्यै राम्रो कामको थालनी भएकोछ । उच्च स्तरको व्यक्तित्वहरु बाटनै यस्तो माहान कामको सुरुवात हुनु भनेको अन्धकार रातमा मिर्रमिरेको संकेत जस्तैहो ।,1
5927,"दयाहांग जी जस्तै मा पनि मिश्रित समाजमा हुर्के, तर कहिले पनि ""ब्राह्मण ठुलो अनि उनि हरु जस्तै हुन् पाएत भन्ने भएन""!",0
5928,"जातीय विभेद जस्तो नीच, तुच्छ, अति नै अमानवीय परम्परा लाई नेपाल बाट जरै देखि उखेलेर फाल्नु पर्छ! ",0
5929,"एउटा कमै बुद्दि हुने ब्राह्मण बच्चा पनि प्रोफेसर, प्रधान मंत्री बन्ने सपना सजिलै बनाउन सक्छ,फुर्ती संग गफ दिन सक्छ , ( तर एउटा राम्रो बुद्दि हुने दलित बच्चा यसरी हिन भावना र कुण्ठाको सिकार भको हुन्छ कि उसमा तेस्तो आट उत्पन्न हुन् लगभग असम्भव हुन्छ!) ",0
5930,बिदेश  हुदा मैले नबनाए सम्मा खाना नखाने हरु नेपाल  गएसी    फेरि जातको कुरा  आउँछ  अचम्मा छ,0
5931,यो महान कार्यक्रम तथा अभियानले समनता र समतामुलक समाज निर्माण गर्न महत्त्वपूर्ण भुमिका खेल्न सहयोग पुगोस शुभकामना 🙏🌹,1
5932,"धेरै राम्रो कार्यक्रम ,मलाई मनपर्ने टेलीभिजन मध्य एक कार्यक्रम र आर्को episode मा जात ब्यवस्था सम्वन्धी अन्तरक्रिया को लागि एम.एन.ओ. का नेता थम्मन बहादुर बुढा मगर लाइ बोलाउनु परो।",1
5933,"माहानायक राजेश हमाल जि ले यो दलितको मर्म लाई आत्मसात् गर्दै यो कुरा उठाउनु भएको छ, साच्चिकै फिल्ममा मात्रै नभएर , हकिकत मा पनि माहानायक हुनुहुदो रैछ । सलाम छ।",1
5934,हिन्दु बर्ण व्यवस्थामा आधारित जात व्यवस्था खारेज गर्न संरचनामाथी प्रश्नहरु जरुरी छ । यो कार्यक्रमले महत्वपूर्ण भुमिका खेल्नेछ ।,1
5935,"action ले मात्रै हैन हजुरको माहान्ता, ज्ञान र बौद्धिकताले हजुर माहा नायक हुनुहुन्छ राजेश सर।।।।।",1
5937,जातियबिभेद हटाउन को लागि सोच बदल्न जरुरी छ,1
5938,हाम्रो महानायक मानव मात्र होईन सन्देशको आधारमा अर्जुनको साथी कृष्ण हुन जय होस हजुरको सम्मानीय कामको लागि।,1
5939,अति उत्तम कार्यक्रम जातको विषयमा हामी हामी बिच बहस हुन जरुरी छ।,1
5940,कार्यक्रम सफलताको शुभकामना सम्पुर्ण टिमलाई,1
5941,समाज परिवर्तनको लागि अहम भुमिका निभाउन सकोस हार्दिक मङ्गलमय शुभकामना।,1
5942,सामाजिक  परिवर्तन  को लागि यो कार्यक्रम कोसेढुङ्गा,1
5943,बन्ने छ   समता फाउन्डेसन टिम र महानायक ज्यु लाई सलाम,1
5944,एस कुमार दादा तपाईले पनि ध्यान दिएर सुन्नु हुन्छ होला भन्ने पुर्ण रुप मा बिस्वोस्त छु उफ्फ्फ.....,1
5945,महानायक ज्युको महान कार्यक्रम सिजन एक देखि नै हेर्दै आएको छु । अब अजित लगाएत सम्पुर्ण पिढित ले न्याय पक्कै पाउने छन ।,1
5946,धेरै राम्रो कार्यक्रम पुनः  सुचारु भएको छ खुशी लाग्यो,1
5947,बधाई छ कार्यक्रमको लागि धेरै शुभकामना महानायक राजेश सर हजुरलाई बिस्तारै बिस्तारै समयले फड्काे मारेकाे छ शुभकामना..💕🙏,1
5948,"जब सम्म मान्छे ले मान्छेको नजरले हेर्देन , तब सम्म परिवर्तन कहीलै हुदैन । समाज बदलनु छ सुरुवात आफै गर्नु छ ।",1
5949,यो एउटा कार्यक्रम मात्र होइन अभियान हो यसमा सबैले साथ दिनु जरुली छ।र सबैले सोच बदल्नु पर्छ।,1
5950,धन्यवाद महानायक ज्यु र सम्पूर्ण टिम लाई,1
5951,भुवन केसी तरुनि को पछी लाग्छ राजेस हमाल पिडीतका घर घरमा पुग्छ तुलाना गर्न मिल्छ,1
5952,फेरि पनि जातको प्रस्न सुचारु भएको रहेछ साह्रै नै खुसी लाग्यो। सफलताको शुभकामना,1
5953,Rajesh Hamal आफनो शालीन व्यक्तित्वका कारण  बौद्धिक र शिक्षित अभिनेता का कारणले उहाँ नेपाली चलचित्र क्षेत्रमा महानायक हुनुहुन्छ 🇳🇵🙏❤️,1
5954,अति राम्रो लागो यो कारिक्रम माहानायक जि लगाएत सबै टिम लाई  सलाम छ,1
5955,समाजमा भएको केही समयको समधान र सांगुरो सोचलाई बदल्न सक्ने एउटा अत्यन्तै महत्वपूर्ण कार्यक्रम फेरि पनि ल्याउनु भएको छ 🙏 महानायक राजेश हमाल लगायत सम्पूर्ण टिमलाई कार्य सफलताको शुभकामना🙏🙏🙏,1
5956,"एकदम सान्दर्भिक छलफल हो यो,कार्यक्रम का लागि हार्दिक धन्यवाद!",1
5957,साच्चै नै एउटा सार्थक बहस बन्न सक्छ तपाईंहरुलाई शुभकामना अनि बधाई छ,1
